CO5,51.8152485,0.8199292
CO6,51.9252061,0.7920011
CO7,51.8816629,1.0052818
CO8,51.9733754,0.7656644
CO9,51.9689789,0.6094407
CR0,51.3732242,-0.0775432
CR2,51.3480184,-0.0820678
CR3,51.2881312,-0.0824599
CR4,51.4043894,-0.1591591
CR5,51.311096,-0.1414477
CR6,51.3092312,-0.0527574
CR7,51.3991799,-0.1067344
CR8,51.3319133,-0.1138248
CR9,51.3740708,-0.098286
CT1,51.2776176,1.0859171
CT10,51.3631369,1.4294367
CT11,51.3360593,1.4132445
CT12,51.3433748,1.369083
CT13,51.2664408,1.327004
CT14,51.2167502,1.3854115
CT15,51.1725483,1.2818765
CT16,51.1421367,1.2992504
CT17,51.1291169,1.2937687
CT18,51.1156399,1.1492879
CT19,51.0890794,1.1679444
CT2,51.2936699,1.0799396
CT20,51.0798258,1.1630593
CT21,51.0725975,1.0760693
CT3,51.2768265,1.2113391
CT4,51.2238425,1.0647403
CT5,51.3534291,1.0349292
CT6,51.3644106,1.1295235
CT7,51.3704017,1.2964069
CT8,51.3799305,1.3366875
CT9,51.3833635,1.389298
DA1,51.4480982,0.209464
DA10,51.4417805,0.3049871
DA11,51.4344917,0.3506663
DA12,51.4278035,0.3871907
DA13,51.3784991,0.3518275
DA14,51.4250037,0.1117751
DA15,51.4414641,0.0981804
DA16,51.4648617,0.1062654
DA17,51.4861908,0.1491035
DA18,51.4942848,0.1364966
DA2,51.4320776,0.2331447
DA3,51.3841204,0.3083751
DA4,51.3885873,0.232219
DA5,51.4406947,0.1461798
DA6,51.4551736,0.1388193
DA7,51.4656011,0.1459735
DA8,51.4757724,0.1758771
DA9,51.4481337,0.2783186
E1,51.5173859,-0.0595023
E10,51.5679608,-0.0143353
E11,51.5686864,0.0135501
E12,51.5507498,0.0529473
E13,51.5278271,0.0267009
E14,51.5061699,-0.0184998
E15,51.5402208,0.0032141
E16,51.5105927,0.0289721
E17,51.5869039,-0.0207805
E18,51.5927827,0.0249672
E2,51.5296098,-0.062627
E20,51.5465858,-0.0100095
E3,51.527941,-0.0252696
E4,51.6218323,-0.0057248
E5,51.5588861,-0.0537874
E6,51.5264995,0.053874
E7,51.5471369,0.027572
E8,51.5436904,-0.0661452
E9,51.5440387,-0.0430441
EC1,51.5203315,-0.1039346
EC2,51.5194073,-0.0935545
EC3,51.5147892,-0.0802178
EC4,51.512938,-0.1088079
GU1,51.2430276,-0.564939
GU10,51.1965791,-0.7979139
GU11,51.2489707,-0.7634252
GU12,51.2517147,-0.7297556
GU14,51.2939331,-0.763558
GU15,51.3355019,-0.7376588
GU16,51.3095532,-0.7260287
GU17,51.3288028,-0.7891564
GU18,51.3483009,-0.6692481
GU19,51.3599273,-0.6919847
GU2,51.2457661,-0.5942024
GU20,51.3687408,-0.6579475
GU21,51.3210516,-0.5804072
GU22,51.3121626,-0.5517403
GU23,51.2940938,-0.5060248
GU24,51.3303573,-0.6282203
GU25,51.4011369,-0.5718272
GU26,51.1142993,-0.75038
GU27,51.0813045,-0.7216203
GU28,50.9910457,-0.6327655
GU29,50.9846389,-0.7477247
GU3,51.2467422,-0.6286183
GU30,51.0754992,-0.8042741
GU31,50.9969882,-0.90349
GU32,51.0090053,-0.9681798
GU33,51.0517463,-0.8903635
GU34,51.138975,-0.9871214
GU35,51.1167316,-0.8490969
GU4,51.2432497,-0.5403949
GU46,51.3385812,-0.8320474
GU47,51.3494201,-0.7920355
GU5,51.198914,-0.5097292
GU51,51.2843531,-0.8424509
GU52,51.2636841,-0.8386174
GU6,51.1405502,-0.4841941
GU7,51.1896186,-0.6121645
GU8,51.1486935,-0.6446799
GU9,51.219137,-0.7942479
HP1,51.7566422,-0.4869619
HP10,51.6083649,-0.6974711
HP11,51.6239518,-0.7453006
HP12,51.6259591,-0.7795608
HP13,51.6344818,-0.7404825
HP14,51.6524063,-0.8387317
HP15,51.6585214,-0.7117144
HP16,51.7022351,-0.7196191
HP17,51.7768478,-0.8843057
HP18,51.8202707,-0.9688388
HP19,51.8236624,-0.8280878
HP2,51.7643313,-0.4522784
HP20,51.8200483,-0.8054056
HP21,51.8052172,-0.8058581
HP22,51.8076076,-0.7693074
HP23,51.7954966,-0.6612615
HP27,51.7206955,-0.8325872
HP3,51.7359452,-0.4707053
HP4,51.7678331,-0.5685998
HP5,51.7128444,-0.6085614
HP6,51.6783912,-0.5991444
HP7,51.6644833,-0.6102425
HP8,51.6384149,-0.5700237
HP9,51.6103131,-0.6407522
IG1,51.5594197,0.0733642
IG10,51.6484187,0.0659951
IG11,51.5350133,0.0932901
IG2,51.5760405,0.0815331
IG3,51.5631159,0.1029088
IG4,51.5800576,0.0512052
IG5,51.5911739,0.063456
IG6,51.5960763,0.0877543
IG7,51.6143123,0.0956944
IG8,51.6100214,0.0381164
IG9,51.6258577,0.0402651
KT1,51.4074987,-0.2982129
KT10,51.3695018,-0.3543868
KT11,51.3281995,-0.4028817
KT12,51.3773192,-0.4083965
KT13,51.368034,-0.4493546
KT14,51.3384121,-0.4882369
KT15,51.3637699,-0.4958004
KT16,51.3825678,-0.516428
KT17,51.3412,-0.2495666
KT18,51.3160216,-0.2633727
KT19,51.3525254,-0.2707598
KT2,51.4189252,-0.2906684
KT20,51.2864936,-0.2311279
KT21,51.3111901,-0.3035835
KT22,51.3015607,-0.3393496
KT23,51.2801634,-0.3756767
KT24,51.2701574,-0.4298101
KT3,51.3995791,-0.2574604
KT4,51.3784115,-0.243017
KT5,51.3906807,-0.2867503
KT6,51.38741,-0.3026903
KT7,51.3881177,-0.3337295
KT8,51.4015316,-0.3631647
KT9,51.3639202,-0.3032309
LU1,51.8744779,-0.4270575
LU1,53.4865107,-2.2290529
LU2,51.8932427,-0.3944578
LU3,51.9086465,-0.4426142
LU4,51.8983235,-0.4686662
LU5,51.910954,-0.5140444
LU6,51.8780425,-0.5377989
LU7,51.9072379,-0.6629591
ME1,51.3715824,0.4975849
ME10,51.3436099,0.735349
ME11,51.4129865,0.7466942
ME12,51.4223196,0.8043021
ME13,51.3036496,0.8945604
ME14,51.2787626,0.5435955
ME15,51.2532135,0.5335779
ME16,51.273831,0.4960741
ME17,51.2331334,0.6111241
ME18,51.2417887,0.4154143
ME19,51.2904715,0.407949
ME2,51.3915327,0.4815053
ME20,51.3033514,0.4598919
ME3,51.4354568,0.5468331
ME4,51.3814348,0.5288721
ME5,51.348554,0.532612
ME6,51.3228393,0.4347653
ME7,51.379774,0.5557972
ME8,51.3613848,0.5967776
ME9,51.3358666,0.7219229
N1,51.5377218,-0.0970473
N10,51.5948015,-0.1450221
N11,51.6137464,-0.1388912
N12,51.6149237,-0.1776502
N13,51.618112,-0.1042702
N14,51.6343428,-0.1308896
N15,51.5826261,-0.081173
N16,51.5625965,-0.0766528
N17,51.5980699,-0.0717424
N18,51.6138819,-0.0665839
N19,51.5652742,-0.1298808
N2,51.5900894,-0.1692626
N20,51.6292552,-0.1743686
N21,51.6366698,-0.0997398
N21,51.5389749,-0.1030615
N22,51.5998948,-0.1102841
N3,51.6002281,-0.193929
N4,51.5700217,-0.1043503
N5,51.5538671,-0.0986076
N6,51.5731718,-0.1460635
N7,51.5534256,-0.118356
N8,51.5829293,-0.1198918
N9,51.6285027,-0.0580156
NW1,51.5332718,-0.1438882
NW10,51.5412842,-0.2480596
NW11,51.5783915,-0.1974603
NW2,51.5581501,-0.2202562
NW3,51.5523422,-0.1725058
NW4,51.5873411,-0.2243033
NW5,51.551787,-0.1449996
NW6,51.542172,-0.1962878
NW7,51.6148052,-0.2348917
NW8,51.5322682,-0.1745786
NW9,51.5881194,-0.2552637
OX1,51.7451905,-1.2614253
OX10,51.6073094,-1.1287254
OX11,51.5995807,-1.2522494
OX12,51.5964061,-1.425191
OX13,51.6758174,-1.3577318
OX14,51.667524,-1.2770907
OX15,52.0303387,-1.4113905
OX16,52.0625051,-1.3425431
OX17,52.07362,-1.2890522
OX18,51.7628074,-1.5916671
OX2,51.7659091,-1.2807181
OX20,51.8558919,-1.3577401
OX25,51.9002711,-1.2130366
OX26,51.901173,-1.1544766
OX27,51.9363464,-1.1505518
OX28,51.7869462,-1.4860576
OX29,51.7940797,-1.435656
OX3,51.7622825,-1.211732
OX33,51.7583288,-1.1399624
OX39,51.701667,-0.9158158
OX4,51.7312035,-1.2173945
OX44,51.6975079,-1.1223775
OX49,51.6506644,-1.0011957
OX5,51.8306381,-1.2818093
OX7,51.9104488,-1.5287932
OX9,51.7379966,-0.9839931
RG1,51.4512045,-0.9696684
RG10,51.4823983,-0.8532308
RG12,51.4067523,-0.7500218
RG14,51.3994972,-1.3231202
RG17,51.4435994,-1.5030377
RG18,51.4314131,-1.2602125
RG19,51.3912084,-1.2443747
RG2,51.4201494,-0.9517094
RG20,51.4036907,-1.3378722
RG21,51.2648843,-1.0886279
RG22,51.2481133,-1.1247687
RG23,51.2582357,-1.1500593
RG24,51.2807785,-1.0794987
RG25,51.2271784,-1.1624243
RG26,51.3401022,-1.1297305
RG27,51.3058876,-0.9469323
RG28,51.2341195,-1.3359686
RG29,51.2458368,-0.9459765
RG30,51.4511542,-1.0147746
RG31,51.4566563,-1.0456059
RG4,51.4827626,-0.9698039
RG40,51.4001248,-0.8360988
RG41,51.4168077,-0.8633653
RG42,51.4277905,-0.7570056
RG45,51.3715067,-0.7995721
RG5,51.4520535,-0.8996446
RG6,51.4378229,-0.9281585
RG7,51.3976703,-1.0774783
RG8,51.5062415,-1.1063426
RG9,51.5450342,-0.9260061
RH1,51.2373631,-0.1576051
RH10,51.1183435,-0.1547527
RH11,51.1106463,-0.2081205
RH12,51.0771886,-0.332156
RH13,51.0337894,-0.3279851
RH14,51.0330425,-0.4847114
RH15,50.9574814,-0.1309943
RH16,51.0014151,-0.0983341
RH17,51.0223327,-0.1194834
RH18,51.0932269,0.035663
RH19,51.1256226,-0.0142356
RH2,51.2351176,-0.2030862
RH20,50.9374494,-0.4705572
RH3,51.2326558,-0.2778643
RH4,51.2299509,-0.3347519
RH5,51.1903735,-0.343837
RH6,51.1730206,-0.1641717
RH7,51.1746946,-0.0182314
RH8,51.2508257,0.0023834
RH9,51.2363052,-0.0630331
RM1,51.582909,0.1835712
RM10,51.5448684,0.1578473
RM11,51.5710765,0.2185278
RM12,51.5529171,0.207438
RM13,51.5252467,0.1931007
RM14,51.5569004,0.264491
RM15,51.5087484,0.2762291
RM16,51.4929827,0.3410404
RM17,51.479725,0.3283265
RM18,51.4674524,0.37594
RM19,51.4828338,0.2443696
RM2,51.5843336,0.2033607
RM20,51.4784335,0.2847884
RM3,51.6019384,0.2244542
RM4,51.6410737,0.1587939
RM5,51.6013387,0.1647727
RM6,51.5757994,0.1295444
RM7,51.5748451,0.1687782
RM8,51.5572096,0.1293935
RM9,51.5409021,0.1338079
SE1,51.4991997,-0.0916245
SE10,51.4846226,0.0003716
SE11,51.4898569,-0.1115597
SE12,51.4446759,0.0200181
SE13,51.4594042,-0.0095672
SE14,51.4758845,-0.0424768
SE15,51.4727365,-0.0656967
SE16,51.4965989,-0.053091
SE17,51.4882787,-0.0933945
SE18,51.4843462,0.0726765
SE19,51.4179954,-0.0861287
SE2,51.4896972,0.1159327
SE20,51.4123248,-0.0594187
SE21,51.438989,-0.0887527
SE22,51.4544389,-0.0724071
SE23,51.4414858,-0.0491513
SE24,51.4563048,-0.1002302
SE25,51.3977747,-0.0767868
SE26,51.4279399,-0.0547761
SE27,51.4305427,-0.1023126
SE28,51.5023617,0.104435
SE3,51.4694787,0.0196345
SE4,51.4610268,-0.0352253
SE5,51.4738341,-0.0914963
SE6,51.438559,-0.0166543
SE7,51.4842259,0.0340854
SE8,51.4819486,-0.0294902
SE9,51.4451387,0.0548051
SG1,51.913148,-0.1949772
SG10,51.8467689,0.0754693
SG11,51.8860481,0.0334702
SG12,51.8143338,-0.0169035
SG13,51.7877234,-0.0715474
SG14,51.8081282,-0.0940096
SG15,52.013322,-0.2637871
SG16,52.0142001,-0.298799
SG17,52.0345727,-0.3353918
SG18,52.0825989,-0.2645551
SG19,52.1394738,-0.2395501
SG2,51.8965414,-0.1640911
SG3,51.8604038,-0.1822612
SG4,51.9206087,-0.2595399
SG5,51.9713173,-0.2810918
SG6,51.9790227,-0.2227304
SG7,52.0045147,-0.1754105
SG8,52.0643705,-0.0147945
SG9,51.9507491,-0.0091601
SL0,51.5259965,-0.5171775
SL1,51.5178471,-0.6222163
SL2,51.5356977,-0.6058076
SL3,51.4987413,-0.5516413
SL4,51.4752709,-0.6274221
SL5,51.4056392,-0.6638405
SL6,51.5239786,-0.7292167
SL7,51.5753276,-0.777869
SL8,51.5787364,-0.7087112
SL9,51.5978678,-0.5557695
SM1,51.3669805,-0.1928536
SM2,51.3518298,-0.1987871
SM3,51.3712541,-0.2162485
SM4,51.393147,-0.1996608
SM5,51.3686674,-0.168793
SM6,51.3614689,-0.1445371
SM7,51.3229202,-0.2014229
SS0,51.546671,0.6877161
SS1,51.5376959,0.7305193
SS11,51.6172491,0.537807
SS12,51.60537,0.5205007
SS13,51.5750029,0.5109302
SS14,51.5760335,0.4746395
SS15,51.577489,0.4281305
SS16,51.5625971,0.4520758
SS17,51.5216078,0.4376424
SS2,51.5508903,0.7167546
SS22,51.556979,0.7068231
SS3,51.5432969,0.7891019
SS4,51.5930469,0.7118562
SS5,51.6077523,0.6479542
SS6,51.5886238,0.6074751
SS7,51.5622938,0.5777041
SS8,51.5221057,0.5895804
SS9,51.5547671,0.651723
SW10,51.483784,-0.1827911
SW11,51.4681801,-0.1637256
SW12,51.4463283,-0.1491401
SW13,51.4761464,-0.2438054
SW14,51.4653809,-0.2669998
SW15,51.4570342,-0.2284869
SW16,51.4212906,-0.1292383
SW17,51.4307971,-0.1648874
SW18,51.4512533,-0.191462
SW19,51.4241552,-0.2029208
SW1,51.5044592,-0.1321624
SW2,51.4493013,-0.1198466
SW20,51.4109597,-0.2277548
SW3,51.4891244,-0.1657226
SW4,51.4611107,-0.1364914
SW5,51.4915827,-0.1919239
SW6,51.4766351,-0.2012224
SW7,51.4962781,-0.1770136
SW8,51.4765695,-0.1320148
SW9,51.4693401,-0.1138947
TN1,51.1346687,0.2665338
TN10,51.2120053,0.2840864
TN11,51.2070078,0.2646847
TN12,51.1724422,0.4445547
TN13,51.2768935,0.1838655
TN14,51.2978503,0.1574783
TN15,51.302716,0.2746409
TN16,51.2930684,0.0517089
TN17,51.0962819,0.5367581
TN18,51.0428062,0.5226677
TN19,51.0027867,0.4058702
TN2,51.1279359,0.2750576
TN20,51.0167888,0.2503568
TN21,50.9581826,0.2628954
TN22,50.9820991,0.1003886
TN23,51.1399102,0.8570045
TN24,51.1497728,0.8877433
TN25,51.1412359,0.9384339
TN26,51.0964754,0.797358
TN27,51.1678981,0.6938213
TN28,50.9828035,0.950948
TN29,50.9938289,0.9325174
TN3,51.1208107,0.2480518
TN30,51.0622974,0.6967544
TN31,50.962869,0.6855793
TN32,50.9791601,0.4904213
TN33,50.9114028,0.4750454
TN34,50.8650015,0.5821191
TN35,50.8828713,0.6140004
TN36,50.920303,0.6990613
TN37,50.8723505,0.5572632
TN38,50.8637392,0.543696
TN39,50.8468689,0.4514689
TN4,51.1455609,0.254806
TN40,50.8450642,0.4824058
TN5,51.0590304,0.3650914
TN6,51.0522368,0.1754135
TN7,51.0960303,0.1026001
TN8,51.1951342,0.0779767
TN9,51.1916379,0.2749493
TW1,51.4510989,-0.3257026
TW10,51.4477641,-0.3029046
TW11,51.4263148,-0.3317674
TW12,51.4228861,-0.3697391
TW13,51.4389898,-0.4020137
TW14,51.4533965,-0.4217772
TW15,51.4311588,-0.4585262
TW16,51.4157677,-0.4169227
TW17,51.39821,-0.4476473
TW18,51.4276663,-0.5044353
TW19,51.4543018,-0.4985225
TW2,51.446354,-0.3544949
TW20,51.4274804,-0.5525407
TW3,51.4681228,-0.3638733
TW4,51.4654671,-0.3879716
TW5,51.4824354,-0.3862521
TW6,51.4709495,-0.4483159
TW7,51.4730054,-0.3358063
TW8,51.4873197,-0.3063655
TW9,51.4694559,-0.2927343
UB1,51.5155606,-0.3733091
UB10,51.5493776,-0.4519988
UB11,51.5113205,-0.4469162
UB18,51.5007178,-0.4026841
UB2,51.4995871,-0.3791468
UB3,51.5052003,-0.4245561
UB4,51.5259518,-0.4084729
UB5,51.5431381,-0.3764324
UB6,51.538982,-0.3406322
UB7,51.5044432,-0.4691618
UB8,51.5352408,-0.4738505
UB9,51.5862858,-0.4926586
W10,51.5230766,-0.2176568
W11,51.512272,-0.2164413
W12,51.5083087,-0.2407824
W13,51.5130201,-0.3212138
W14,51.494691,-0.2102541
W1,51.5243788,-0.11279
W2,51.5151251,-0.1854875
W3,51.5106335,-0.2679031
W4,51.4912309,-0.2640107
W5,51.5131903,-0.3024217
W6,51.4926401,-0.2287797
W7,51.5118598,-0.335921
W8,51.5011337,-0.1943202
W9,51.5247242,-0.1926416
WC1,51.5201536,-0.1203458
WC2,51.5116889,-0.1183208
WD17,51.663945,-0.4056406
WD18,51.6491262,-0.4146492
WD19,51.6308706,-0.390642
WD23,51.6452717,-0.3580507
WD24,51.6737504,-0.3981532
WD25,51.6870777,-0.3877274
WD3,51.6466313,-0.4824803
WD4,51.7059771,-0.4564485
WD5,51.7026256,-0.4163911
WD6,51.6573773,-0.2756334
WD7,51.6870763,-0.309921
HA1,51.5799962,-0.3383049
HA2,51.5736982,-0.3612317
HA3,51.5937695,-0.3209409
HA4,51.5704138,-0.4107522
HA5,51.5949876,-0.3862778
HA6,51.6118666,-0.4224386
HA7,51.6113081,-0.3106331
HA8,51.6113532,-0.2739101
HA9,51.5607305,-0.2857817
BN2,50.8250741,-0.1010175
BN20,50.7748096,0.2519395
BN3,50.8352718,-0.1777197
BN5,50.9270143,-0.2687648
BN6,50.931059,-0.1555778
BN7,50.877372,-0.0008331
BN8,50.9166625,0.0527321
BN9,50.795683,0.0498051
BR1,51.4119969,0.0208833
BR2,51.387269,0.0224568
BR3,51.4045675,-0.0305611
BR4,51.3750032,-0.0083853
BR5,51.3917166,0.1033934
BR6,51.3652346,0.0912592
BR7,51.4148588,0.0645782
CB1,52.1953297,0.1420534
CB10,52.028753,0.2627396
CB11,51.9992272,0.2120024
CB2,52.1858693,0.1231567
CB21,52.128038,0.2815412
CB22,52.1284294,0.1354878
CB23,52.2151042,-0.0318968
CB24,52.2782051,0.0817273
CB25,52.2608073,0.2541302
CB3,52.212482,0.0981705
CB4,52.2229046,0.1298349
CB5,52.2123417,0.1539646
CB6,52.4046657,0.2216208
CB7,52.3612799,0.3252127
CB8,52.2302078,0.4279081
CB9,52.0833705,0.439697
CM0,51.6627266,0.8342244
CM1,51.7467319,0.4577894
CM11,51.6235893,0.4459616
CM12,51.6282277,0.4145027
CM13,51.6152603,0.3385145
CM14,51.6186789,0.2921453
CM15,51.6443998,0.3035113
CM16,51.7002877,0.1200906
CM17,51.7731801,0.1464635
CM18,51.7552911,0.1060047
CM19,51.7594581,0.0711651
CM2,51.7208592,0.4866343
CM20,51.7753987,0.1026721
CM21,51.8122758,0.1452281
CM22,51.8657844,0.2271806
CM23,51.872518,0.1583719
CM24,51.8992323,0.2039133
CM3,51.7211161,0.5842087
CM4,51.6750757,0.3903574
CM5,51.7217242,0.2482353
CM6,51.8783006,0.3661906
CM7,51.897274,0.5373554
CM8,51.8055915,0.6374042
CM9,51.7408752,0.7010671
CO1,51.8840222,0.8963748
CO10,52.058478,0.7211086
CO11,51.942012,1.0767083
CO12,51.9312042,1.2528957
CO13,51.8389206,1.2367597
CO14,51.8502715,1.2671935
CO15,51.7963698,1.1548306
CO16,51.8219619,1.1229273
CO2,51.8697798,0.8943735
CO3,51.88449,0.8563017
CO4,51.9091409,0.9196829